trip_id,driver_id,rider_id,city,pickup_lat,pickup_lng,drop_lat,drop_lng,distance_km,fare_amount,status,payment_method,pickup_time,drop_time
7143,5542,89638,Chicago,39.36496075,-73.74849404,39.32782898,-73.73951088,5.52,11.3,Completed,Card,05-01-2023 23:02,18:33.6
7144,4523,26437,San Francisco,37.61040305,-105.7838127,37.65699247,-105.8280458,9.54,16.47,Completed,Cash,05-01-2023 23:03,31:37.2
7145,2763,75699,New York,39.59991636,-103.7365136,39.58272586,-103.725336,7.09,15.78,Completed,Cash,05-01-2023 23:04,25:16.2
7146,4291,23697,Los Angeles,38.57955543,-120.0930335,38.60738874,-120.046226,9.74,19.59,No-Show,UPI,05-01-2023 23:05,34:13.2
7147,3488,29173,Boston,40.98564937,-103.3981151,40.93792576,-103.3600929,8.23,12.95,Completed,Cash,05-01-2023 23:06,30:41.4
7148,2558,26197,San Francisco,37.10768119,-116.4934203,37.07242189,-116.5074382,0.26,2.16,Completed,Card,05-01-2023 23:07,07:46.8
7149,5690,84981,Los Angeles,40.79833937,-96.26470816,40.77347598,-96.23108892,6.24,11.11,Completed,Cash,05-01-2023 23:08,26:43.2
7150,7121,85057,Boston,37.93750795,-90.26788051,37.9417142,-90.30109426,0.52,3.94,Cancelled,UPI,05-01-2023 23:09,10:33.6
7151,3276,84713,Boston,38.33955112,-83.10862417,38.36463583,-83.11659729,6.78,14.34,Completed,Wallet,05-01-2023 23:10,30:20.4
7152,5439,86916,New York,37.24155884,-119.4120593,37.28170086,-119.432957,10.12,18.35,Cancelled,UPI,05-01-2023 23:11,41:21.6
7153,2103,48127,San Francisco,39.54219477,-95.99773968,39.58792482,-95.96920078,7.37,19.45,Completed,Card,05-01-2023 23:12,34:06.6
7154,8520,58982,Seattle,39.29013015,-114.1747457,39.32647181,-114.2227321,8.53,14.54,Completed,Card,05-01-2023 23:13,38:35.4
7155,6409,41225,Boston,40.17256058,-104.8548189,40.14639662,-104.859699,6.33,12.86,Completed,Card,05-01-2023 23:14,32:59.4
7156,8869,27464,Los Angeles,38.95200335,-94.02293431,38.97826656,-94.07177021,5.04,14.78,Completed,UPI,05-01-2023 23:15,30:07.2
7157,3956,24769,San Francisco,39.69131048,-98.1106326,39.6778368,-98.13302917,3.37,6.85,Completed,UPI,05-01-2023 23:16,26:06.6
7158,8710,31025,New York,40.80858536,-81.95369602,40.84677078,-81.91365417,8.11,14.72,Completed,UPI,05-01-2023 23:17,41:19.8
7159,7017,18657,New York,38.64828691,-86.24599788,38.69674255,-86.24404068,6.62,19.15,Completed,UPI,05-01-2023 23:18,37:51.6
7160,4384,83247,Los Angeles,38.89512408,-98.52385197,38.88965948,-98.47798438,0.58,3.93,Completed,Card,05-01-2023 23:19,20:44.4
7161,1028,47367,Seattle,39.0184954,-83.27716194,39.05162614,-83.31242048,11.98,22.67,Cancelled,Cash,05-01-2023 23:20,55:56.4
7162,9897,73875,Boston,39.15261512,-76.63894771,39.16605934,-76.63474553,8.22,15.37,Completed,Card,05-01-2023 23:21,45:39.6
7163,8756,48429,New York,38.00229171,-81.84768272,38.0152729,-81.86703693,5.89,11.81,Completed,Wallet,05-01-2023 23:22,39:40.2
7164,7948,35950,New York,37.92230623,-106.7806407,37.90669528,-106.7490042,10.27,19.65,Completed,Cash,05-01-2023 23:23,53:48.6
7165,6755,89172,Boston,38.55144424,-86.31862073,38.51223684,-86.36380542,6.74,17.89,Completed,Card,05-01-2023 23:24,44:13.2
7166,4602,39212,Boston,40.44955942,-104.6321698,40.44084975,-104.6073784,5.95,15.12,Cancelled,UPI,05-01-2023 23:25,42:51.0
7167,6062,15515,Boston,40.27966353,-91.56465072,40.25312665,-91.55226924,2.81,8.39,Completed,Card,05-01-2023 23:26,34:25.8
7168,9071,69150,Chicago,37.16946385,-88.07460225,37.12230957,-88.0607391,10.39,19.17,Completed,Card,05-01-2023 23:27,58:10.2
7169,8244,69470,Chicago,40.22831165,-106.6363687,40.24516584,-106.6474619,11.51,29.44,Completed,UPI,05-01-2023 23:28,02:31.8
7170,7372,41202,Boston,38.17873811,-93.11939877,38.18200246,-93.15772136,12.26,20.1,Completed,UPI,05-01-2023 23:29,05:46.8
7171,8105,41028,Boston,37.19658485,-95.89518684,37.16007265,-95.91241935,8.15,14.71,Completed,Cash,05-01-2023 23:30,54:27.0
7172,4581,18610,Los Angeles,38.57590486,-92.74246959,38.55965477,-92.73672302,3.22,6.54,Completed,Wallet,05-01-2023 23:31,40:39.6
7173,3762,24570,New York,37.38754317,-110.656919,37.40195099,-110.613847,3.9,11.25,Completed,Card,05-01-2023 23:32,43:42.0
7174,1572,27843,San Francisco,37.96208693,-77.45864154,37.93861535,-77.48871658,4.45,9.21,Completed,Cash,05-01-2023 23:33,46:21.0
7175,8705,30916,Seattle,39.99334606,-109.2990217,40.00177541,-109.2848115,8.09,12.66,Completed,Card,05-01-2023 23:34,58:16.2
7176,1614,16029,Chicago,37.21091522,-118.3982543,37.22747998,-118.4388192,5.86,19.32,Completed,Card,05-01-2023 23:35,52:34.8
7177,5050,75382,Seattle,38.77165116,-86.97423536,38.75255502,-87.01338153,8.9,20.32,Completed,Cash,05-01-2023 23:36,02:42.0
7178,1325,32673,Chicago,37.80051911,-83.4032416,37.80692607,-83.35522654,1.81,4.23,Completed,Card,05-01-2023 23:37,42:25.8
7179,4740,28597,Boston,38.7170472,-118.4604932,38.73050694,-118.4774176,10.86,17.59,Completed,UPI,05-01-2023 23:38,10:34.8
7180,1358,59749,Boston,40.51228205,-109.1379592,40.51251442,-109.1384735,2.44,8.36,Completed,Card,05-01-2023 23:39,46:19.2
7181,4777,42310,Boston,40.24538147,-121.3223088,40.19656745,-121.3326173,4.43,14.71,Completed,Cash,05-01-2023 23:40,53:17.4
7182,6906,91460,San Francisco,38.64400374,-119.4970141,38.60290566,-119.4909646,4.35,9.38,Completed,Cash,05-01-2023 23:41,54:03.0
7183,2721,81064,Chicago,37.62280099,-96.44094446,37.64983927,-96.42340545,6.41,16.37,Cancelled,Wallet,05-01-2023 23:42,01:13.8
7184,2349,63901,Seattle,40.83859568,-86.40046929,40.82035668,-86.43674005,11.59,24.37,Completed,Cash,05-01-2023 23:43,17:46.2
7185,4696,10046,San Francisco,38.95455983,-87.35560308,38.9616303,-87.30670715,9.4,27.16,Completed,Wallet,05-01-2023 23:44,12:12.0
7186,4896,87656,New York,37.58865374,-87.32725511,37.57891117,-87.33000868,13.51,31.26,Completed,Cash,05-01-2023 23:45,25:31.8
7187,5260,74438,San Francisco,37.99044181,-98.34233497,38.03556548,-98.30152561,10.33,22.95,Completed,UPI,05-01-2023 23:46,16:59.4
7188,7941,36088,Los Angeles,40.31542197,-108.9894649,40.27821371,-109.0233947,8.48,23.3,Completed,Cash,05-01-2023 23:47,12:26.4
7189,4808,34274,Chicago,37.85526405,-86.45859548,37.81569899,-86.49088153,12.88,33.95,Completed,Wallet,05-01-2023 23:48,26:38.4
7190,6246,11286,San Francisco,37.37634935,-110.1775214,37.35047282,-110.1751408,7.36,17.13,Completed,UPI,05-01-2023 23:49,11:04.8
7191,9384,42176,Seattle,38.22510041,-111.7798523,38.19490748,-111.7565433,4.69,8.23,Completed,Wallet,05-01-2023 23:50,04:04.2
7192,4845,61853,Chicago,39.97369166,-89.64645701,39.97436587,-89.67301171,6.55,19.66,Completed,Wallet,05-01-2023 23:51,10:39.0
7193,3577,52908,Boston,38.57566608,-92.307831,38.56210727,-92.27283336,7.79,13.39,No-Show,Card,05-01-2023 23:52,15:22.2
7194,1091,43710,San Francisco,37.75657663,-80.02909667,37.77995717,-80.05207406,7.18,15.2,Cancelled,Cash,05-01-2023 23:53,14:32.4
7195,5234,53661,Chicago,40.59580076,-109.4402903,40.62336135,-109.4798144,13.11,25.16,Completed,Wallet,05-01-2023 23:54,33:19.8
7196,9672,72422,San Francisco,39.10842993,-116.0248619,39.14757396,-116.0728842,4,13.16,Completed,Card,05-01-2023 23:55,07:00.0
7197,7592,56770,San Francisco,40.82787754,-104.6877811,40.78313855,-104.6606699,6.84,17.42,Completed,Card,05-01-2023 23:56,16:31.2
7198,9128,28674,San Francisco,40.78163775,-80.80464282,40.74612515,-80.79674807,9.56,24.64,Cancelled,Card,05-01-2023 23:57,25:40.8
7199,2075,38301,Los Angeles,39.43388829,-86.56854,39.38760748,-86.60557636,7.33,20.25,Completed,UPI,05-01-2023 23:58,19:59.4
7200,3513,94579,Los Angeles,38.81564421,-107.8929784,38.82092593,-107.9254263,11.31,23.6,Completed,Wallet,05-01-2023 23:59,32:55.8
7201,9168,27515,San Francisco,38.65909068,-113.4842301,38.65164998,-113.5266714,3.49,9.71,Completed,Wallet,06-01-2023 00:00,10:28.2
7202,7861,77904,San Francisco,38.72347562,-80.42123469,38.77276368,-80.37138688,9.81,19.32,Cancelled,Wallet,06-01-2023 00:01,30:25.8
7203,9990,39145,Chicago,37.12573281,-119.3425486,37.15287836,-119.3888089,5.89,13.05,Cancelled,Card,06-01-2023 00:02,19:40.2
7204,1604,73759,Boston,39.73037493,-89.93430619,39.77700047,-89.88638353,7.72,17.62,Completed,UPI,06-01-2023 00:03,26:09.6
7205,3979,95464,New York,38.25171701,-78.98800947,38.23926308,-78.98990927,7.93,17.39,Completed,Card,06-01-2023 00:04,27:47.4
7206,8140,84194,Boston,38.33077355,-76.81904206,38.32106487,-76.82217611,11.09,18.29,Cancelled,Card,06-01-2023 00:05,38:16.2
7207,8065,91299,Chicago,40.13860084,-96.8652027,40.13719207,-96.81613583,3.27,10.63,Completed,Card,06-01-2023 00:06,15:48.6
7208,5916,14057,Los Angeles,40.92044111,-121.7322607,40.93977213,-121.7115056,6.47,17.14,Completed,Wallet,06-01-2023 00:07,26:24.6
7209,7800,24559,Chicago,37.44854111,-112.560891,37.48498092,-112.5946182,8.29,16.77,Completed,Cash,06-01-2023 00:08,32:52.2
7210,1597,30418,Chicago,37.85496667,-85.8618797,37.84336896,-85.84181154,7.88,11.87,Completed,Card,06-01-2023 00:09,32:38.4
7211,8320,60287,New York,37.35085891,-95.87538985,37.39490212,-95.84938944,6.4,17.09,Completed,Card,06-01-2023 00:10,29:12.0
7212,9705,19670,Seattle,40.16145385,-115.0818087,40.20855911,-115.0808635,7.46,16.1,Completed,UPI,06-01-2023 00:11,33:22.8
7213,6622,15572,Boston,39.89422025,-74.36598944,39.91950849,-74.40478537,5.3,11.53,Completed,Wallet,06-01-2023 00:12,27:54.0
7214,2877,24493,Los Angeles,39.55452091,-81.84344952,39.56052277,-81.81688015,2.74,4.92,Completed,UPI,06-01-2023 00:13,21:13.2
7215,2699,10185,Chicago,37.76723232,-88.06540389,37.798239,-88.03875802,8.32,22.86,Completed,Card,06-01-2023 00:14,38:57.6
7216,6780,60583,New York,39.17435103,-75.88864633,39.1576677,-75.87287796,5.53,12.53,Completed,Wallet,06-01-2023 00:15,31:35.4
7217,1716,92666,Chicago,39.39744653,-91.7568062,39.39859248,-91.75018127,10.98,21.21,Completed,Cash,06-01-2023 00:16,48:56.4
7218,5086,75496,Chicago,40.80012045,-97.71935762,40.83913167,-97.70778804,4.84,10.73,Completed,Card,06-01-2023 00:17,31:31.2
7219,1665,72490,Boston,39.70128944,-99.7774543,39.68944979,-99.7384977,9.92,15.87,Completed,Wallet,06-01-2023 00:18,47:45.6
7220,8846,72424,Boston,40.46662732,-81.16973895,40.51656454,-81.16763752,9.91,23.09,Completed,UPI,06-01-2023 00:19,48:43.8
7221,7611,79370,New York,40.35123032,-114.9707718,40.3151706,-114.9422961,7.22,16.82,Completed,Cash,06-01-2023 00:20,41:39.6
7222,2079,18724,Chicago,40.01658925,-103.379609,40.03339035,-103.3670156,7.7,20.96,Completed,Cash,06-01-2023 00:21,44:06.0
7223,9419,33440,Chicago,38.46862164,-79.44771797,38.51099952,-79.40691102,1.05,5.35,Completed,Card,06-01-2023 00:22,25:09.0
7224,9340,50027,Chicago,40.51254326,-119.9659329,40.48521591,-119.9371317,13.69,25.25,Completed,Card,06-01-2023 00:23,04:04.2
7225,2069,94895,San Francisco,40.03101336,-114.3980919,40.06709399,-114.4220841,2.43,5.96,Completed,Wallet,06-01-2023 00:24,31:17.4
7226,6263,32699,San Francisco,39.91449791,-88.06484131,39.93210212,-88.06150806,7.37,13.4,Completed,Wallet,06-01-2023 00:25,47:06.6
7227,8951,96129,Chicago,37.55244803,-117.4041787,37.60068798,-117.4389742,4.98,9.69,Completed,Cash,06-01-2023 00:26,40:56.4
7228,2363,35697,Boston,40.7086129,-110.1549387,40.70557023,-110.1991759,9.57,13.91,Completed,Wallet,06-01-2023 00:27,55:42.6
7229,5508,66574,New York,37.00850061,-74.90035429,36.97719229,-74.94341485,8.67,23.55,Completed,Wallet,06-01-2023 00:28,54:00.6
7230,2755,62245,Seattle,38.23847881,-112.8352295,38.20633073,-112.8013314,9.32,20.9,Completed,Card,06-01-2023 00:29,56:57.6
7231,1519,68488,Seattle,39.70902799,-110.5277404,39.68100269,-110.535449,4.72,13.89,Completed,UPI,06-01-2023 00:30,44:09.6
7232,6463,67554,Boston,37.59843484,-109.4927574,37.64222128,-109.488024,5.98,13.87,Completed,Wallet,06-01-2023 00:31,48:56.4
7233,8233,62925,New York,40.091063,-119.9525993,40.06318232,-119.9723444,4.74,14.23,Completed,Wallet,06-01-2023 00:32,46:13.2
7234,2102,78399,Los Angeles,37.57495941,-81.50880297,37.61831658,-81.53220328,2.6,6.62,Cancelled,Cash,06-01-2023 00:33,40:48.0
7235,1597,99735,Seattle,37.00607215,-110.3379875,37.01957552,-110.335077,6.07,16.91,Completed,Cash,06-01-2023 00:34,52:12.6
7236,4273,94353,Chicago,37.11367779,-91.91828596,37.10482884,-91.89764044,6.78,11.54,Cancelled,Card,06-01-2023 00:35,55:20.4
7237,6781,39572,Chicago,37.86269114,-102.6300096,37.82862247,-102.6718106,2.79,11.39,Completed,Card,06-01-2023 00:36,44:22.2
7238,7256,61075,San Francisco,39.17946277,-93.31664004,39.17987826,-93.32525604,7.24,13.78,Completed,Cash,06-01-2023 00:37,58:43.2
7239,8258,21316,Los Angeles,37.30271947,-106.0043807,37.30007663,-106.034908,8.37,21.92,Completed,UPI,06-01-2023 00:38,03:06.6
7240,9780,77020,Seattle,38.43788718,-121.529086,38.47126769,-121.5710003,3.92,11.83,Completed,Cash,06-01-2023 00:39,50:45.6
7241,7554,97774,Seattle,37.76222088,-92.30770451,37.72956888,-92.2686281,8.01,19.58,Completed,Wallet,06-01-2023 00:40,04:01.8
7242,9002,79328,San Francisco,40.5179579,-83.74246639,40.51281546,-83.6932199,5.72,12.49,Completed,UPI,06-01-2023 00:41,58:09.6
7243,5846,28309,Boston,38.07014306,-102.159305,38.02264325,-102.1262762,9.91,14.75,No-Show,Card,06-01-2023 00:42,11:43.8
7244,5798,52839,Seattle,39.60824939,-107.4559078,39.59805252,-107.4487999,6.4,12.75,Completed,Wallet,06-01-2023 00:43,02:12.0
7245,7605,11331,San Francisco,39.93574824,-103.5992191,39.93144468,-103.5628684,5.43,15.69,No-Show,UPI,06-01-2023 00:44,00:17.4
7246,3986,69604,New York,37.5515868,-118.333317,37.56732453,-118.2963156,1.01,7.11,Completed,Cash,06-01-2023 00:45,48:01.8
7247,1400,25895,Chicago,37.48586487,-74.39382839,37.47371228,-74.40397738,12.2,18.25,Completed,Wallet,06-01-2023 00:46,22:36.0
7248,3855,71623,Boston,40.63603405,-102.2473916,40.67829337,-102.2278833,4.92,13.3,Completed,UPI,06-01-2023 00:47,01:45.6
7249,4412,41957,Los Angeles,37.63213152,-106.9033093,37.66579795,-106.9124254,5.91,14.59,Cancelled,Cash,06-01-2023 00:48,05:43.8
7250,1056,83111,Chicago,39.20376877,-108.8309814,39.20660289,-108.8526962,5.41,12.98,Completed,Wallet,06-01-2023 00:49,05:13.8
7251,9022,11643,Boston,39.41530975,-113.9275205,39.38091454,-113.9171885,0.48,5.24,Completed,UPI,06-01-2023 00:50,51:26.4
7252,2875,49627,Los Angeles,38.27883113,-76.30897594,38.24803628,-76.28092577,7.58,15.94,Completed,Wallet,06-01-2023 00:51,13:44.4
7253,5543,72739,New York,38.92809,-89.68622776,38.94841533,-89.72342571,5.28,9.28,Completed,Card,06-01-2023 00:52,07:50.4
7254,5298,97017,New York,38.21467602,-80.34835907,38.25694439,-80.37787878,3.13,8.02,Completed,UPI,06-01-2023 00:53,02:23.4
7255,4768,39729,Los Angeles,40.30801526,-74.87256561,40.29803816,-74.8519339,1.9,8.01,Completed,Wallet,06-01-2023 00:54,59:42.0
7256,6752,97822,Seattle,37.61075572,-110.0346472,37.63233858,-109.9927677,5.51,15.15,Completed,Wallet,06-01-2023 00:55,11:31.8
7257,5833,67342,Chicago,38.21188705,-94.12792043,38.22497181,-94.15493089,7.39,16.78,Completed,UPI,06-01-2023 00:56,18:10.2
7258,2353,36868,New York,39.02641606,-77.06144925,39.04619024,-77.04604232,8.58,23.02,Completed,Cash,06-01-2023 00:57,22:44.4
7259,5987,46478,Boston,38.20008831,-96.46326408,38.2115002,-96.48734174,9.36,17.23,No-Show,Cash,06-01-2023 00:58,26:04.8
7260,7597,56388,Chicago,40.44829486,-83.48384933,40.47501711,-83.49577887,7.73,12.24,Completed,Card,06-01-2023 00:59,22:11.4
7261,5311,36253,Los Angeles,40.5805139,-89.52914961,40.53069697,-89.54782387,11.99,20.49,Completed,Card,06-01-2023 01:00,35:58.2
7262,3934,68747,New York,40.22224041,-78.6150171,40.20676456,-78.58222307,9.37,26.62,Completed,Cash,06-01-2023 01:01,29:06.6
7263,1022,16193,New York,40.54189779,-75.55384175,40.52194872,-75.51089039,5.6,16.1,Cancelled,Wallet,06-01-2023 01:02,18:48.0
7264,2209,10318,San Francisco,38.72071577,-117.870787,38.6849037,-117.8614858,11.75,31.02,Completed,UPI,06-01-2023 01:03,38:15.0
7265,9940,84289,San Francisco,39.15741365,-117.9388458,39.1455759,-117.9808689,3.85,9.8,Completed,Cash,06-01-2023 01:04,15:33.0
7266,1804,70151,Chicago,39.53759489,-115.8922572,39.51754623,-115.9417066,5.23,11.77,Cancelled,Wallet,06-01-2023 01:05,20:41.4
7267,9325,86105,Chicago,40.12591846,-81.65367009,40.11828568,-81.66990441,3.99,12.4,Completed,UPI,06-01-2023 01:06,17:58.2
7268,5416,91315,Los Angeles,38.39649427,-100.0305482,38.34774522,-100.079007,12.85,18.97,Completed,Card,06-01-2023 01:07,45:33.0
7269,9625,95333,Los Angeles,37.24636808,-83.68085405,37.25462393,-83.66659389,5.58,11.71,Cancelled,Card,06-01-2023 01:08,24:44.4
7270,6141,32769,Los Angeles,40.47711743,-89.6461113,40.45014705,-89.67423621,10.9,17.86,Cancelled,Card,06-01-2023 01:09,41:42.0
7271,5968,56555,San Francisco,40.08939938,-82.46190456,40.11519181,-82.43318985,1.54,5.57,No-Show,Card,06-01-2023 01:10,14:37.2
7272,4671,54998,New York,38.98711564,-94.22605922,38.937859,-94.23200228,5.61,8.92,Completed,Card,06-01-2023 01:11,27:49.8
7273,8292,29043,New York,37.33293134,-98.01555244,37.32124237,-97.97601839,8.1,16.13,Cancelled,Cash,06-01-2023 01:12,36:18.0
7274,8001,25358,Los Angeles,38.73784385,-73.23772192,38.73297602,-73.25618887,11.62,29.95,Completed,UPI,06-01-2023 01:13,47:51.6
7275,3098,44275,San Francisco,37.21300874,-121.4399466,37.19935505,-121.4753989,8.93,17.38,Completed,Cash,06-01-2023 01:14,40:47.4
7276,9444,49857,Los Angeles,39.16474332,-95.56615672,39.1966391,-95.57600926,6.96,13.6,Completed,UPI,06-01-2023 01:15,35:52.8
7277,6061,89272,Boston,37.30044578,-77.7381569,37.34136717,-77.75832349,6.1,18.4,Completed,Cash,06-01-2023 01:16,34:18.0
7278,4264,96881,Chicago,39.97078048,-119.9356538,39.97587979,-119.9653042,9.63,26.87,Completed,Wallet,06-01-2023 01:17,45:53.4
7279,6435,12020,San Francisco,37.48273274,-83.57830231,37.43926467,-83.56299579,8.69,24.16,Completed,Wallet,06-01-2023 01:18,44:04.2
7280,9493,74738,New York,38.45968315,-105.9944287,38.43639057,-106.0334089,2.02,7.88,Completed,UPI,06-01-2023 01:19,25:03.6
7281,7691,92074,Boston,38.21185022,-94.36155183,38.17431828,-94.36267448,4.6,10.73,Completed,Wallet,06-01-2023 01:20,33:48.0
7282,3763,67885,Chicago,37.84602093,-77.89863594,37.87734178,-77.89575646,5.04,14.21,Completed,UPI,06-01-2023 01:21,36:07.2
7283,5005,38831,Chicago,40.79079532,-88.37788968,40.74701418,-88.42776914,8.3,21.56,Completed,UPI,06-01-2023 01:22,46:54.0
7284,4241,17378,Chicago,40.02071052,-115.7346066,40.05769103,-115.7432746,2.26,6.98,Completed,UPI,06-01-2023 01:23,29:46.8
7285,4057,72229,San Francisco,40.00211148,-103.4369883,40.02330656,-103.4028606,5.02,9.57,Completed,Wallet,06-01-2023 01:24,39:03.6
7286,1550,60756,San Francisco,38.56581047,-93.94185148,38.58232508,-93.97939874,8.09,21.14,Completed,UPI,06-01-2023 01:25,49:16.2
7287,6574,19876,San Francisco,39.91690242,-100.0336579,39.90941148,-100.0440272,8.33,18.73,Completed,Cash,06-01-2023 01:26,50:59.4
7288,6411,94456,New York,38.96256794,-108.6858593,38.92092611,-108.7059804,5.83,14.1,Completed,Card,06-01-2023 01:27,44:29.4
7289,2587,85007,New York,38.85781014,-91.97415598,38.85746779,-92.00676895,8.43,21.53,Completed,Cash,06-01-2023 01:28,53:17.4
7290,6920,22343,New York,40.26933341,-90.38370265,40.22701754,-90.36562928,8.17,17.05,Completed,Card,06-01-2023 01:29,53:30.6
7291,6260,62051,Boston,38.38800767,-84.29772943,38.42177179,-84.33332339,6.73,15.16,Completed,Card,06-01-2023 01:30,50:11.4
7292,5409,65013,Boston,37.36048446,-118.6764681,37.34508469,-118.7202323,9.61,16.35,Completed,UPI,06-01-2023 01:31,59:49.8
7293,6783,64430,Seattle,37.19674223,-79.30044366,37.19793997,-79.28559294,7.2,15.02,Completed,Cash,06-01-2023 01:32,53:36.0
7294,1712,73418,Los Angeles,40.38170326,-107.0158484,40.37997928,-106.9983618,4.54,12.25,Completed,Cash,06-01-2023 01:33,46:37.2
7295,6406,13013,Seattle,40.19153337,-99.74265375,40.23993599,-99.75181067,4.74,15.29,Completed,Card,06-01-2023 01:34,48:13.2
7296,8990,29694,Los Angeles,39.21641096,-75.19633317,39.21720793,-75.19434858,9.2,19.74,Completed,Card,06-01-2023 01:35,02:36.0
7297,8420,76218,Chicago,38.38099539,-108.2845402,38.34926962,-108.2367152,5.72,16.83,Cancelled,UPI,06-01-2023 01:36,53:09.6
7298,7843,53223,Chicago,37.94130595,-86.30834022,37.96475346,-86.26326407,10.15,16.97,Completed,Cash,06-01-2023 01:37,07:27.0
7299,3433,76997,San Francisco,40.31819676,-118.0717501,40.34896696,-118.0405856,6.32,10.59,Completed,Cash,06-01-2023 01:38,56:57.6
7300,4301,95749,Chicago,37.46161131,-97.41581754,37.4811303,-97.38314303,7.68,22.37,Completed,Cash,06-01-2023 01:39,02:02.4
7301,1270,59297,Chicago,40.39687356,-90.04633691,40.41377331,-90.08371016,5.34,10.72,Completed,Card,06-01-2023 01:40,56:01.2
7302,2079,61126,Boston,38.21071991,-85.10416526,38.1628353,-85.06842932,8.63,14.11,Completed,UPI,06-01-2023 01:41,06:53.4
7303,6322,81163,New York,37.87892671,-120.1509082,37.8660361,-120.1296201,8.12,18.52,Completed,Wallet,06-01-2023 01:42,06:21.6
7304,9795,44588,Chicago,40.71606232,-102.0858019,40.68478056,-102.1161879,10.85,14.58,Completed,Wallet,06-01-2023 01:43,15:33.0
7305,6257,98187,Los Angeles,38.57435837,-116.6295203,38.55396297,-116.6697092,10.32,22.4,Completed,Cash,06-01-2023 01:44,14:57.6
7306,8982,82498,Los Angeles,40.81740723,-116.5756977,40.8195023,-116.5861399,5.57,8.61,Completed,Card,06-01-2023 01:45,01:42.6
7307,7214,98395,Chicago,39.57610902,-82.46421018,39.60154067,-82.48226111,7.33,19.84,Completed,Cash,06-01-2023 01:46,07:59.4
7308,6006,98252,San Francisco,39.421001,-77.7092287,39.39089792,-77.68720575,4.49,7.53,No-Show,UPI,06-01-2023 01:47,00:28.2
7309,4985,77142,Los Angeles,38.52576769,-121.8213565,38.55905427,-121.7837747,7.28,19.35,Completed,UPI,06-01-2023 01:48,09:50.4
7310,9791,27931,Chicago,38.04251746,-78.12666483,38.03621109,-78.13753918,7.48,17.39,Completed,Card,06-01-2023 01:49,11:26.4
7311,9705,16973,Los Angeles,37.4261033,-87.27353564,37.40196934,-87.27614041,5.25,14.29,Completed,Cash,06-01-2023 01:50,05:45.0
7312,6991,45540,Chicago,39.34869779,-91.00457792,39.36410153,-91.049676,13.9,20.78,Completed,Wallet,06-01-2023 01:51,32:42.0
7313,7227,61139,Boston,37.20051441,-97.86862007,37.17811109,-97.87368353,7.96,21.12,Completed,Cash,06-01-2023 01:52,15:52.8
7314,8833,85113,Los Angeles,38.62211316,-75.05987702,38.60531666,-75.06514313,2.96,11.11,No-Show,UPI,06-01-2023 01:53,01:52.8
7315,3886,38219,Chicago,40.43539989,-75.07515876,40.42725129,-75.06663101,8.11,17.82,Completed,UPI,06-01-2023 01:54,18:19.8
7316,3653,94816,Boston,40.64528669,-80.25524213,40.64697034,-80.23524988,7.6,15.7,Completed,UPI,06-01-2023 01:55,17:48.0
7317,5864,52779,Chicago,38.72680159,-75.93304461,38.73736862,-75.96246433,2.12,5.72,Completed,Wallet,06-01-2023 01:56,02:21.6
7318,3514,82511,Chicago,38.40237291,-81.93908914,38.38975066,-81.95974232,7.03,14.82,Completed,Card,06-01-2023 01:57,18:05.4
7319,4969,53614,San Francisco,39.06535405,-81.38884033,39.01672485,-81.39283106,8.15,23.73,Completed,Wallet,06-01-2023 01:58,22:27.0
7320,4284,53079,Chicago,37.41185778,-119.1095317,37.39766538,-119.1297689,2.28,3.85,Completed,Wallet,06-01-2023 01:59,05:50.4
7321,8740,51905,Los Angeles,37.4338731,-104.1425818,37.40263132,-104.1172441,4.98,14.96,Completed,UPI,06-01-2023 02:00,14:56.4
7322,5566,72887,New York,37.15708667,-115.173765,37.12921099,-115.1247201,9.65,25.72,Completed,UPI,06-01-2023 02:01,29:57.0
7323,3196,69245,Chicago,40.49143883,-86.55766034,40.45540302,-86.55929622,3.93,12.7,Completed,Card,06-01-2023 02:02,13:47.4
7324,1789,34734,Los Angeles,40.18269091,-79.50533573,40.17146664,-79.52046017,7.38,20.55,Completed,Card,06-01-2023 02:03,25:08.4
7325,4475,54754,Chicago,38.03619159,-110.2979407,38.06473906,-110.3057922,4.93,11.77,Completed,Card,06-01-2023 02:04,18:47.4
7326,2309,97933,New York,39.75546787,-117.0930809,39.70827273,-117.1257767,5.32,11.66,Completed,UPI,06-01-2023 02:05,20:57.6
7327,1864,99604,New York,40.56282116,-74.81729144,40.55895282,-74.84082904,2.26,8.28,Completed,Card,06-01-2023 02:06,12:46.8
7328,6389,26012,Chicago,40.25529229,-104.6277336,40.30177594,-104.6337106,3.11,8.67,Completed,UPI,06-01-2023 02:07,16:19.8
7329,4363,98977,Los Angeles,37.77006368,-88.80291566,37.75813526,-88.8269149,5.75,16.17,Completed,Wallet,06-01-2023 02:08,25:15.0
7330,9215,22625,Boston,38.18755804,-116.8450724,38.19770378,-116.811403,5.2,11.75,Completed,Cash,06-01-2023 02:09,24:36.0
7331,4003,68998,San Francisco,38.13885503,-108.2587885,38.10365214,-108.2363105,7.58,11.51,Completed,Wallet,06-01-2023 02:10,32:44.4
7332,9502,83521,Chicago,38.78348604,-74.23126561,38.7364053,-74.26757949,15.79,41.57,Completed,Cash,06-01-2023 02:11,58:22.2
